Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Total_Stops,Price,Duration_in_minute
Jet Airways,2019-06-24,Delhi,Cochin,20:00:00,04:25:00,2,14300,505
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,10:45:00,1,8452,1655
Jet Airways,2019-06-03,Delhi,Cochin,19:15:00,12:35:00,1,14714,1040
IndiGo,2019-05-09,Kolkata,Banglore,09:20:00,14:15:00,1,11465,295
Multiple carriers,2019-03-06,Delhi,Cochin,09:45:00,16:10:00,1,10276,385
Air Asia,2019-03-24,Kolkata,Banglore,19:55:00,23:30:00,1,5554,215
SpiceJet,2019-05-21,Kolkata,Banglore,06:55:00,09:30:00,0,3873,155
IndiGo,2019-06-01,Banglore,Delhi,10:10:00,13:00:00,0,3943,170
Air India,2019-04-03,Banglore,Delhi,06:10:00,08:55:00,0,4441,165
Air India,2019-03-06,Delhi,Cochin,20:40:00,09:25:00,1,12677,765
IndiGo,2019-03-15,Banglore,Delhi,16:15:00,20:35:00,1,5607,260
Vistara,2019-06-12,Chennai,Kolkata,17:45:00,20:05:00,0,11982,140
Jet Airways,2019-03-06,Banglore,Delhi,14:05:00,19:10:00,1,19225,305
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,21:05:00,1,10953,690
Vistara,2019-05-18,Delhi,Cochin,06:00:00,09:10:00,0,6741,190
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,18:15:00,1,14781,590
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,23:35:00,1,14781,570
Jet Airways,2019-03-27,Mumbai,Hyderabad,02:55:00,04:25:00,0,5678,90
Multiple carriers,2019-06-03,Delhi,Cochin,11:30:00,21:00:00,1,13587,570
Vistara,2019-04-24,Banglore,Delhi,17:00:00,19:35:00,0,5613,155
SpiceJet,2019-05-21,Kolkata,Banglore,22:20:00,00:40:00,0,3841,140
Air India,2019-03-03,Banglore,Delhi,05:50:00,12:55:00,1,12389,425
SpiceJet,2019-05-12,Chennai,Kolkata,17:45:00,20:05:00,0,3597,140
Jet Airways,2019-03-09,Banglore,Delhi,07:00:00,20:20:00,1,11087,800
IndiGo,2019-06-12,Delhi,Cochin,05:35:00,08:50:00,0,5601,195
Jet Airways,2019-06-12,Delhi,Cochin,11:30:00,19:00:00,1,14714,450
Multiple carriers,2019-06-24,Delhi,Cochin,19:00:00,01:30:00,1,7198,390
Air India,2019-06-15,Mumbai,Hyderabad,19:30:00,20:45:00,0,3100,75
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,23:25:00,1,9870,385
Vistara,2019-05-06,Banglore,Delhi,21:00:00,23:50:00,0,4668,170
Jet Airways,2019-05-01,Banglore,Delhi,17:45:00,20:45:00,0,7229,180
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,09:10:00,2,13169,1630
GoAir,2019-03-24,Banglore,Delhi,11:40:00,14:35:00,0,3898,175
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,19:00:00,2,13014,810
Multiple carriers,2019-06-06,Delhi,Cochin,13:00:00,01:30:00,1,13377,750
IndiGo,2019-03-06,Delhi,Cochin,08:35:00,22:20:00,1,7514,825
Multiple carriers,2019-03-21,Delhi,Cochin,09:00:00,15:30:00,1,8307,390
Air India,2019-03-09,Delhi,Cochin,04:00:00,07:40:00,1,10315,1660
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,09:20:00,1,14178,1010
Air India,2019-03-06,Mumbai,Hyderabad,20:15:00,09:15:00,1,9535,780
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,22:35:00,1,10031,850
Jet Airways,2019-05-15,Banglore,Delhi,17:45:00,20:45:00,0,7229,180
IndiGo,2019-06-27,Chennai,Kolkata,14:45:00,17:05:00,0,3597,140
Vistara,2019-06-12,Kolkata,Banglore,17:00:00,09:05:00,1,7927,965
Air India,2019-05-01,Kolkata,Banglore,07:00:00,16:15:00,1,10203,555
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,16:20:00,1,14781,475
IndiGo,2019-05-01,Mumbai,Hyderabad,09:10:00,10:40:00,0,4575,90
SpiceJet,2019-03-06,Chennai,Kolkata,17:45:00,20:05:00,0,7298,140
Air India,2019-06-03,Delhi,Cochin,07:10:00,07:40:00,2,12698,1470
IndiGo,2019-06-09,Delhi,Cochin,11:25:00,21:00:00,1,6416,575
SpiceJet,2019-03-09,Kolkata,Banglore,22:20:00,00:40:00,0,4622,140
IndiGo,2019-04-06,Delhi,Cochin,04:55:00,13:20:00,1,5307,505
Air India,2019-03-24,Chennai,Kolkata,11:40:00,13:55:00,0,4405,135
Multiple carriers,2019-03-27,Delhi,Cochin,18:15:00,01:35:00,1,12327,440
IndiGo,2019-04-15,Kolkata,Banglore,21:25:00,00:05:00,0,4174,160
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,23:35:00,1,13941,425
Air India,2019-05-01,Kolkata,Banglore,10:00:00,16:15:00,1,10203,375
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,04:40:00,1,13731,585
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,19:50:00,1,7064,1430
Jet Airways,2019-03-06,Banglore,Delhi,05:45:00,19:10:00,1,16736,805
Multiple carriers,2019-06-06,Delhi,Cochin,10:00:00,01:30:00,1,13377,930
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,19:10:00,1,12692,575
Air India,2019-05-18,Delhi,Cochin,13:15:00,09:25:00,2,11307,1210
IndiGo,2019-04-24,Banglore,Delhi,00:30:00,03:25:00,0,3419,175
Air Asia,2019-05-01,Kolkata,Banglore,15:10:00,23:30:00,2,5192,500
Multiple carriers,2019-06-06,Delhi,Cochin,12:50:00,19:15:00,1,8266,385
Multiple carriers,2019-03-03,Delhi,Cochin,04:00:00,13:20:00,1,14973,560
SpiceJet,2019-06-03,Banglore,Delhi,21:10:00,00:05:00,0,3257,175
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,23:35:00,1,14571,425
Jet Airways,2019-05-21,Delhi,Cochin,19:45:00,19:00:00,1,16079,1395
IndiGo,2019-04-06,Kolkata,Banglore,11:30:00,14:05:00,0,4174,155
Air India,2019-06-27,Delhi,Cochin,16:55:00,19:15:00,2,13591,1580
Jet Airways,2019-03-12,Banglore,Delhi,05:45:00,23:00:00,1,13817,1035
Air India,2019-05-21,Delhi,Cochin,09:30:00,23:00:00,1,8907,810
Air India,2019-06-15,Delhi,Cochin,10:00:00,19:15:00,1,11241,555
IndiGo,2019-06-09,Mumbai,Hyderabad,16:55:00,18:25:00,0,3175,90
Jet Airways,2019-05-27,Delhi,Cochin,17:30:00,12:35:00,1,12898,1145
Air India,2019-03-12,Mumbai,Hyderabad,09:15:00,09:15:00,1,8065,1440
Air India,2019-04-03,Banglore,Delhi,21:05:00,23:55:00,0,4441,170
Multiple carriers,2019-06-03,Delhi,Cochin,10:35:00,19:15:00,1,7354,520
Air India,2019-06-12,Delhi,Cochin,12:30:00,09:25:00,1,7480,1255
Jet Airways,2019-05-27,Delhi,Cochin,19:30:00,12:35:00,2,13029,1025
Air India,2019-06-15,Delhi,Cochin,22:00:00,19:15:00,2,10441,1275
Air India,2019-06-06,Kolkata,Banglore,14:30:00,08:55:00,2,15107,1105
Jet Airways,2019-06-18,Banglore,Delhi,17:45:00,20:45:00,0,8016,180
IndiGo,2019-05-18,Kolkata,Banglore,15:15:00,17:45:00,0,4804,150
Air India,2019-05-12,Kolkata,Banglore,09:50:00,23:15:00,3,14015,805
IndiGo,2019-03-09,Delhi,Cochin,06:40:00,12:00:00,1,5647,320
IndiGo,2019-05-21,Delhi,Cochin,23:30:00,04:35:00,1,8745,305
Air India,2019-06-21,Mumbai,Hyderabad,13:55:00,15:25:00,0,3100,90
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,2,11360,485
Multiple carriers,2019-06-15,Delhi,Cochin,07:05:00,19:15:00,1,16108,730
SpiceJet,2019-06-09,Kolkata,Banglore,11:15:00,18:30:00,1,9946,435
IndiGo,2019-05-21,Delhi,Cochin,15:10:00,20:50:00,1,6027,340
Vistara,2019-03-09,Banglore,Delhi,06:40:00,21:55:00,1,10008,915
Multiple carriers,2019-06-01,Delhi,Cochin,10:20:00,19:15:00,1,9526,535
Air India,2019-05-06,Banglore,Delhi,06:10:00,08:55:00,0,6121,165
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,19:00:00,1,12898,1210
Multiple carriers,2019-03-21,Delhi,Cochin,11:40:00,19:15:00,1,7531,455
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,12:00:00,1,9663,330
Air India,2019-05-18,Kolkata,Banglore,09:25:00,17:20:00,2,13616,1915
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,23:35:00,1,7064,1720
Air Asia,2019-06-27,Delhi,Cochin,20:45:00,07:10:00,1,6451,625
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,19:00:00,2,13014,810
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,12:35:00,1,10262,1655
IndiGo,2019-05-15,Delhi,Cochin,06:50:00,12:10:00,1,5298,320
Jet Airways,2019-06-01,Delhi,Cochin,19:30:00,04:25:00,2,13014,535
Jet Airways,2019-03-12,Banglore,Delhi,22:55:00,15:15:00,1,13817,980
Air India,2019-04-01,Kolkata,Banglore,17:30:00,08:55:00,1,7893,925
IndiGo,2019-06-24,Kolkata,Banglore,04:40:00,07:15:00,0,4804,155
Jet Airways,2019-03-12,Banglore,Delhi,22:55:00,16:10:00,1,13817,1035
IndiGo,2019-06-24,Delhi,Cochin,09:15:00,01:30:00,1,6628,975
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,08:15:00,1,13941,945
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,10:05:00,1,8586,845
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,18:00:00,1,13067,505
IndiGo,2019-03-06,Delhi,Cochin,08:25:00,15:30:00,1,14871,425
Jet Airways,2019-06-12,Delhi,Cochin,11:00:00,14:15:00,0,7202,195
Air India,2019-03-06,Mumbai,Hyderabad,09:15:00,09:15:00,1,9535,1440
Air India,2019-03-21,Mumbai,Hyderabad,06:20:00,07:40:00,0,3100,80
SpiceJet,2019-04-01,Kolkata,Banglore,22:20:00,00:40:00,0,3841,140
Multiple carriers,2019-05-06,Delhi,Cochin,10:20:00,19:00:00,1,9794,520
IndiGo,2019-05-18,Kolkata,Banglore,09:20:00,14:15:00,1,12198,295
Air India,2019-03-03,Delhi,Cochin,19:45:00,19:15:00,2,12856,1410
Vistara,2019-03-15,Delhi,Cochin,14:55:00,17:50:00,0,6688,175
Jet Airways,2019-03-27,Delhi,Cochin,09:00:00,18:50:00,1,5963,590
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,20:45:00,1,9899,400
Air Asia,2019-05-09,Banglore,Delhi,04:55:00,07:45:00,0,4282,170
Jet Airways,2019-06-12,Delhi,Cochin,22:50:00,19:00:00,1,14714,1210
Jet Airways,2019-06-01,Banglore,Delhi,17:45:00,20:45:00,0,7229,180
Air Asia,2019-06-03,Banglore,Delhi,23:55:00,02:45:00,0,7120,170
Air India,2019-05-06,Kolkata,Banglore,12:00:00,11:10:00,2,10676,1390
IndiGo,2019-03-21,Delhi,Cochin,09:10:00,15:30:00,1,9709,380
Jet Airways,2019-03-15,Banglore,Delhi,08:00:00,18:25:00,1,9134,625
Jet Airways,2019-06-01,Delhi,Cochin,11:40:00,19:00:00,2,15812,440
SpiceJet,2019-05-24,Banglore,Delhi,09:30:00,12:20:00,0,3625,170
Vistara,2019-03-09,Banglore,Delhi,06:40:00,10:25:00,1,10008,1665
IndiGo,2019-05-18,Delhi,Cochin,16:10:00,22:30:00,1,7640,380
IndiGo,2019-06-15,Delhi,Cochin,06:50:00,12:10:00,1,5298,320
Jet Airways,2019-06-27,Delhi,Cochin,21:25:00,12:35:00,2,11507,910
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,04:40:00,1,8586,450
Jet Airways,2019-03-18,Banglore,Delhi,22:50:00,08:15:00,1,11087,565
IndiGo,2019-04-27,Banglore,Delhi,16:55:00,19:55:00,0,4823,180
Jet Airways,2019-05-09,Delhi,Cochin,07:05:00,12:35:00,1,12373,330
Jet Airways,2019-03-03,Delhi,Cochin,20:05:00,04:25:00,2,46490,500
IndiGo,2019-06-12,Kolkata,Banglore,15:30:00,18:05:00,0,4804,155
Jet Airways,2019-05-21,Delhi,Cochin,09:40:00,04:25:00,2,13029,1125
IndiGo,2019-04-01,Delhi,Cochin,02:00:00,07:25:00,1,5164,325
SpiceJet,2019-03-15,Kolkata,Banglore,17:15:00,19:45:00,0,3815,150
IndiGo,2019-06-01,Chennai,Kolkata,11:35:00,14:00:00,0,3858,145
Vistara,2019-06-21,Banglore,Delhi,21:00:00,23:50:00,0,5613,170
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,18:15:00,1,8529,1690
Air Asia,2019-06-09,Kolkata,Banglore,06:50:00,10:30:00,1,6857,220
Air India,2019-05-03,Mumbai,Hyderabad,21:05:00,22:25:00,0,3100,80
Jet Airways,2019-06-15,Mumbai,Hyderabad,02:55:00,04:20:00,0,5678,85
Air India,2019-06-09,Kolkata,Banglore,09:25:00,05:25:00,2,13007,1200
Jet Airways,2019-06-12,Delhi,Cochin,22:50:00,04:25:00,1,10262,335
Jet Airways,2019-05-21,Delhi,Cochin,19:45:00,12:35:00,1,12898,1010
Air India,2019-03-09,Delhi,Cochin,06:10:00,23:00:00,1,9064,1010
Air India,2019-03-06,Mumbai,Hyderabad,05:05:00,16:55:00,2,16697,710
SpiceJet,2019-03-15,Chennai,Kolkata,09:30:00,12:05:00,0,6300,155
Air India,2019-06-24,Delhi,Cochin,13:30:00,23:00:00,1,8907,570
Air Asia,2019-03-09,Banglore,Delhi,05:50:00,08:40:00,0,7652,170
IndiGo,2019-05-01,Kolkata,Banglore,06:20:00,10:20:00,1,4226,240
Air Asia,2019-03-21,Kolkata,Banglore,22:50:00,01:20:00,0,3782,150
Jet Airways,2019-06-15,Banglore,Delhi,15:15:00,18:10:00,0,8016,175
Jet Airways,2019-05-18,Mumbai,Hyderabad,07:05:00,08:30:00,0,5678,85
Jet Airways,2019-05-09,Banglore,Delhi,11:10:00,14:05:00,0,7229,175
SpiceJet,2019-06-18,Chennai,Kolkata,08:20:00,10:35:00,0,3543,135
SpiceJet,2019-06-21,Mumbai,Hyderabad,13:15:00,14:45:00,0,1965,90
Air India,2019-05-06,Kolkata,Banglore,07:00:00,10:00:00,2,14508,1620
Jet Airways,2019-03-01,Banglore,Delhi,05:45:00,18:25:00,1,26890,760
IndiGo,2019-03-15,Banglore,Delhi,10:10:00,13:00:00,0,6144,170
Multiple carriers,2019-03-06,Delhi,Cochin,16:00:00,01:35:00,1,15136,575
SpiceJet,2019-06-18,Kolkata,Banglore,09:00:00,11:25:00,0,3841,145
Multiple carriers,2019-03-09,Delhi,Cochin,15:15:00,01:35:00,1,15200,620
Air India,2019-05-06,Kolkata,Banglore,07:00:00,10:30:00,3,13007,1650
IndiGo,2019-04-24,Delhi,Cochin,04:55:00,21:00:00,1,6162,965
Jet Airways,2019-03-06,Banglore,Delhi,14:05:00,09:00:00,1,17261,1135
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,20:45:00,1,7064,1695
Jet Airways,2019-05-18,Delhi,Cochin,11:40:00,19:00:00,2,19644,440
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,04:40:00,1,13731,520
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,14:25:00,1,11467,1285
Multiple carriers,2019-06-06,Delhi,Cochin,12:50:00,01:30:00,1,6795,760
Jet Airways,2019-05-21,Delhi,Cochin,19:45:00,19:00:00,1,12898,1395
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,19:50:00,1,9899,800
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,09:05:00,1,8137,1555
Vistara,2019-03-01,Chennai,Kolkata,07:05:00,09:20:00,0,9125,135
Multiple carriers,2019-05-15,Delhi,Cochin,15:15:00,01:30:00,1,7670,615
IndiGo,2019-06-24,Chennai,Kolkata,13:15:00,15:35:00,0,3597,140
Jet Airways,2019-03-18,Banglore,Delhi,11:40:00,23:00:00,1,13555,680
Vistara,2019-04-27,Banglore,Delhi,09:45:00,12:35:00,0,5613,170
Multiple carriers,2019-06-12,Delhi,Cochin,07:00:00,21:00:00,1,7408,840
Jet Airways,2019-05-21,Mumbai,Hyderabad,02:55:00,04:20:00,0,4050,85
IndiGo,2019-04-15,Kolkata,Banglore,22:15:00,00:50:00,0,4174,155
Air India,2019-03-27,Delhi,Cochin,09:45:00,09:25:00,1,5957,1420
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,21:05:00,1,12692,1685
Air India,2019-05-27,Delhi,Cochin,07:10:00,07:40:00,2,14588,1470
Air India,2019-05-18,Kolkata,Banglore,20:45:00,23:20:00,0,4880,155
Multiple carriers,2019-06-27,Delhi,Cochin,10:00:00,19:15:00,1,14848,555
Multiple carriers,2019-03-09,Delhi,Cochin,06:50:00,19:15:00,1,14817,745
Multiple carriers,2019-03-03,Delhi,Cochin,07:00:00,21:00:00,1,15603,840
Multiple carriers,2019-05-27,Delhi,Cochin,18:15:00,01:30:00,1,13377,435
Air India,2019-05-15,Kolkata,Banglore,09:50:00,23:15:00,2,14960,805
Jet Airways,2019-03-09,Mumbai,Hyderabad,19:40:00,21:10:00,0,5678,90
IndiGo,2019-05-06,Delhi,Cochin,18:35:00,01:30:00,1,7191,415
Multiple carriers,2019-05-18,Delhi,Cochin,06:00:00,12:35:00,1,9794,395
Jet Airways,2019-03-12,Banglore,Delhi,21:25:00,07:40:00,1,11717,615
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,09:20:00,1,14781,800
IndiGo,2019-06-15,Chennai,Kolkata,14:45:00,17:05:00,0,3597,140
IndiGo,2019-03-15,Chennai,Kolkata,13:20:00,15:35:00,0,6297,135
Jet Airways,2019-05-21,Delhi,Cochin,13:25:00,12:35:00,2,15129,1390
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,19:00:00,2,13029,560
Jet Airways,2019-03-09,Delhi,Cochin,17:25:00,18:50:00,1,14053,1525
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,23:25:00,1,7927,975
Multiple carriers,2019-05-21,Delhi,Cochin,14:55:00,00:55:00,1,6878,600
SpiceJet,2019-04-01,Mumbai,Hyderabad,05:45:00,07:15:00,0,1965,90
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,21:05:00,1,12121,690
Air Asia,2019-04-01,Kolkata,Banglore,07:35:00,19:25:00,1,5192,710
SpiceJet,2019-06-21,Kolkata,Banglore,22:20:00,00:40:00,0,3841,140
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,09:05:00,1,9187,1555
Multiple carriers,2019-05-18,Delhi,Cochin,12:50:00,21:00:00,1,7670,490
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,16:20:00,1,10031,475
IndiGo,2019-05-06,Banglore,Delhi,06:05:00,08:50:00,0,4423,165
Air India,2019-06-09,Delhi,Cochin,09:45:00,09:25:00,1,7690,1420
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,22:35:00,1,14231,520
Jet Airways,2019-03-21,Banglore,Delhi,11:40:00,23:00:00,1,6992,680
Air India,2019-06-21,Banglore,Delhi,06:10:00,08:55:00,0,6961,165
Multiple carriers,2019-03-21,Delhi,Cochin,08:25:00,19:15:00,1,8601,650
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,09:20:00,1,14388,1010
Jet Airways,2019-04-06,Delhi,Cochin,13:00:00,19:00:00,1,5177,360
Air India,2019-06-27,Delhi,Cochin,17:15:00,19:15:00,2,12199,1560
IndiGo,2019-05-03,Banglore,Delhi,08:30:00,11:20:00,0,4823,170
Air India,2019-06-12,Delhi,Cochin,05:00:00,07:40:00,2,10231,1600
Jet Airways,2019-05-27,Mumbai,Hyderabad,07:05:00,08:30:00,0,4995,85
Air India,2019-03-03,Delhi,Cochin,05:55:00,07:40:00,2,15428,1545
Air India,2019-06-09,Delhi,Cochin,19:45:00,19:15:00,2,10178,1410
SpiceJet,2019-03-27,Kolkata,Banglore,17:15:00,19:45:00,0,3815,150
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,09:05:00,1,8662,965
Multiple carriers,2019-06-15,Delhi,Cochin,09:15:00,19:15:00,1,9359,600
SpiceJet,2019-05-15,Chennai,Kolkata,08:20:00,10:35:00,0,3597,135
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,19:50:00,1,14781,345
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,08:10:00,1,11134,660
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,21:05:00,1,10539,1685
Air India,2019-04-24,Banglore,Delhi,13:20:00,16:10:00,0,6121,170
Jet Airways,2019-03-18,Banglore,Delhi,11:40:00,09:30:00,1,11087,1310
Vistara,2019-03-06,Mumbai,Hyderabad,21:55:00,09:25:00,1,12395,690
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,18:00:00,1,13401,1295
IndiGo,2019-05-12,Kolkata,Banglore,17:35:00,22:15:00,1,6669,280
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,07:25:00,2,10118,1495
Jet Airways,2019-06-09,Delhi,Cochin,02:15:00,12:35:00,1,18371,620
Jet Airways,2019-06-06,Delhi,Cochin,09:40:00,04:25:00,2,10368,1125
SpiceJet,2019-05-09,Chennai,Kolkata,09:45:00,12:00:00,0,3597,135
Vistara,2019-05-12,Banglore,Delhi,11:30:00,14:20:00,0,4668,170
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,04:25:00,2,15129,1125
Jet Airways,2019-03-18,Mumbai,Hyderabad,10:20:00,11:50:00,0,8040,90
IndiGo,2019-03-24,Chennai,Kolkata,05:15:00,07:35:00,0,4326,140
IndiGo,2019-03-21,Delhi,Cochin,11:30:00,21:00:00,1,6838,570
Jet Airways,2019-06-01,Delhi,Cochin,21:50:00,12:35:00,1,10262,885
Air Asia,2019-03-01,Banglore,Delhi,23:25:00,02:10:00,0,10873,165
IndiGo,2019-03-27,Delhi,Cochin,11:55:00,21:20:00,2,6494,565
IndiGo,2019-05-27,Banglore,Delhi,08:30:00,11:20:00,0,4823,170
Air India,2019-05-09,Delhi,Cochin,05:15:00,19:15:00,3,10703,2280
IndiGo,2019-06-06,Banglore,Delhi,21:15:00,00:15:00,0,3943,180
Jet Airways,2019-06-15,Delhi,Cochin,13:00:00,19:00:00,1,10262,360
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,09:20:00,1,14388,800
Air Asia,2019-05-27,Delhi,Cochin,07:55:00,22:25:00,1,6152,870
Air India,2019-05-24,Kolkata,Banglore,17:30:00,20:25:00,1,10623,1615
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,22:35:00,1,10844,510
Jet Airways,2019-03-12,Banglore,Delhi,07:00:00,23:00:00,1,13817,960
IndiGo,2019-06-15,Delhi,Cochin,23:30:00,04:35:00,1,10112,305
IndiGo,2019-04-24,Delhi,Cochin,20:25:00,01:30:00,1,5065,305
IndiGo,2019-05-18,Delhi,Cochin,05:10:00,10:05:00,1,7580,295
SpiceJet,2019-06-09,Delhi,Cochin,15:45:00,22:05:00,1,6297,380
Jet Airways,2019-04-06,Banglore,Delhi,18:55:00,22:00:00,0,7229,185
Air India,2019-03-09,Delhi,Cochin,23:00:00,07:40:00,1,10840,520
Air India,2019-04-24,Banglore,Delhi,10:00:00,12:45:00,0,6121,165
SpiceJet,2019-06-21,Chennai,Kolkata,17:45:00,20:05:00,0,3597,140
Air India,2019-03-15,Banglore,Delhi,08:50:00,15:15:00,1,8714,385
Jet Airways,2019-06-03,Delhi,Cochin,19:30:00,04:25:00,2,10368,535
Air India,2019-06-27,Delhi,Cochin,07:05:00,09:25:00,2,10975,1580
SpiceJet,2019-06-15,Mumbai,Hyderabad,22:45:00,00:15:00,0,1965,90
IndiGo,2019-06-09,Chennai,Kolkata,14:45:00,17:05:00,0,3597,140
Air India,2019-06-12,Delhi,Cochin,17:20:00,09:25:00,1,7480,965
GoAir,2019-04-24,Banglore,Delhi,20:55:00,23:40:00,0,3419,165
IndiGo,2019-06-12,Kolkata,Banglore,18:05:00,23:30:00,1,6218,325
Jet Airways,2019-04-27,Banglore,Delhi,17:45:00,20:45:00,0,4544,180
Air India,2019-04-01,Kolkata,Banglore,16:45:00,23:15:00,2,9237,1830
Multiple carriers,2019-06-15,Delhi,Cochin,13:00:00,01:30:00,1,7198,750
Jet Airways,2019-05-27,Delhi,Cochin,05:30:00,12:35:00,2,16274,425
IndiGo,2019-05-09,Kolkata,Banglore,04:40:00,07:15:00,0,4804,155
Jet Airways,2019-06-01,Delhi,Cochin,15:00:00,04:25:00,1,10262,805
Jet Airways,2019-06-06,Delhi,Cochin,11:00:00,14:15:00,0,9564,195
