Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Total_Stops,Price,Duration_in_minute
Multiple carriers,2019-06-06,Delhi,Cochin,10:20:00,01:30:00,1,6795,910
Air India,2019-03-27,Delhi,Cochin,13:20:00,07:40:00,2,10178,1100
Air India,2019-05-18,Mumbai,Hyderabad,13:55:00,15:25:00,0,3100,90
IndiGo,2019-05-21,Delhi,Cochin,17:05:00,22:15:00,1,6147,310
IndiGo,2019-03-03,Chennai,Kolkata,07:55:00,10:15:00,0,7295,140
IndiGo,2019-03-06,Delhi,Cochin,16:00:00,21:00:00,1,7725,300
Jet Airways,2019-06-09,Kolkata,Banglore,14:05:00,20:45:00,1,10844,400
Air India,2019-03-21,Banglore,Delhi,06:55:00,23:20:00,1,6987,985
Air India,2019-06-03,Delhi,Cochin,16:55:00,19:15:00,2,13381,1580
Jet Airways,2019-05-18,Delhi,Cochin,13:00:00,19:00:00,1,12373,360
SpiceJet,2019-06-06,Kolkata,Banglore,22:20:00,00:40:00,0,3841,140
Jet Airways,2019-03-06,Banglore,Delhi,05:45:00,21:20:00,1,16736,935
Air India,2019-03-18,Kolkata,Banglore,14:15:00,16:45:00,0,5170,150
Jet Airways,2019-06-09,Delhi,Cochin,11:00:00,14:15:00,0,9564,195
Air India,2019-03-06,Mumbai,Hyderabad,13:30:00,16:55:00,2,18797,205
Jet Airways,2019-03-09,Mumbai,Hyderabad,06:30:00,08:00:00,0,8040,90
Air Asia,2019-05-18,Kolkata,Banglore,19:55:00,23:30:00,1,6857,215
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,10:05:00,1,10844,775
Air Asia,2019-06-27,Banglore,Delhi,23:55:00,02:45:00,0,3383,170
Jet Airways,2019-03-03,Delhi,Cochin,16:00:00,04:25:00,1,17234,745
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,04:40:00,1,14178,520
IndiGo,2019-06-03,Delhi,Cochin,05:05:00,12:10:00,1,6818,425
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,19:50:00,1,10844,800
Multiple carriers,2019-03-06,Delhi,Cochin,13:00:00,01:35:00,1,15136,755
Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,19:45:00,1,5963,1665
IndiGo,2019-05-09,Kolkata,Banglore,17:35:00,22:15:00,1,5386,280
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,04:40:00,1,14388,450
Jet Airways,2019-06-03,Delhi,Cochin,19:30:00,12:35:00,2,10368,1025
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,19:50:00,1,14781,800
Multiple carriers,2019-05-15,Delhi,Cochin,06:00:00,12:35:00,1,9794,395
Multiple carriers,2019-06-24,Delhi,Cochin,15:00:00,01:30:00,1,13377,630
Vistara,2019-05-03,Banglore,Delhi,11:30:00,14:20:00,0,4668,170
IndiGo,2019-03-06,Delhi,Cochin,11:55:00,22:20:00,1,6442,625
Air Asia,2019-06-24,Banglore,Delhi,11:10:00,13:55:00,0,3383,165
Air India,2019-05-06,Mumbai,Hyderabad,06:20:00,07:40:00,0,3625,80
Jet Airways,2019-03-06,Banglore,Delhi,08:00:00,07:40:00,1,14815,1420
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,19:00:00,2,13014,560
Jet Airways,2019-05-24,Delhi,Cochin,22:50:00,04:25:00,1,16079,335
IndiGo,2019-06-09,Chennai,Kolkata,07:55:00,10:15:00,0,3850,140
Multiple carriers,2019-06-24,Delhi,Cochin,08:00:00,21:00:00,1,7618,780
Air India,2019-06-24,Delhi,Cochin,18:05:00,21:10:00,0,5201,185
Air India,2019-03-03,Banglore,Delhi,08:50:00,11:10:00,2,12599,1580
IndiGo,2019-03-01,Banglore,Delhi,16:55:00,19:45:00,0,12649,170
Jet Airways,2019-03-03,Banglore,Delhi,11:40:00,00:45:00,1,13502,785
Multiple carriers,2019-05-27,Delhi,Cochin,11:25:00,19:00:00,1,9103,455
SpiceJet,2019-05-06,Mumbai,Hyderabad,05:45:00,07:15:00,0,2017,90
Air India,2019-06-06,Kolkata,Banglore,12:00:00,18:30:00,2,9626,1830
SpiceJet,2019-06-15,Kolkata,Banglore,17:10:00,19:40:00,0,3873,150
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,18:15:00,1,10844,1545
Air Asia,2019-04-03,Kolkata,Banglore,19:55:00,22:25:00,0,4107,150
Jet Airways,2019-06-01,Banglore,Delhi,15:15:00,18:10:00,0,7229,175
IndiGo,2019-06-06,Chennai,Kolkata,14:45:00,17:05:00,0,3597,140
Jet Airways,2019-04-24,Banglore,Delhi,18:55:00,22:00:00,0,4544,185
IndiGo,2019-06-21,Chennai,Kolkata,14:45:00,17:05:00,0,3597,140
Jet Airways,2019-05-24,Delhi,Cochin,19:10:00,19:00:00,2,15129,1430
Air Asia,2019-04-06,Kolkata,Banglore,10:20:00,12:55:00,0,3807,155
Air Asia,2019-06-03,Delhi,Cochin,07:55:00,15:45:00,1,8759,470
IndiGo,2019-05-09,Delhi,Cochin,09:15:00,01:30:00,1,8854,975
Jet Airways,2019-06-12,Delhi,Cochin,16:00:00,12:35:00,1,10262,1235
Jet Airways,2019-03-09,Banglore,Delhi,08:55:00,15:55:00,2,23001,420
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,20:45:00,1,10844,1550
Multiple carriers,2019-06-03,Delhi,Cochin,07:30:00,19:15:00,1,7354,705
Air India,2019-03-01,Banglore,Delhi,11:05:00,22:10:00,2,13576,665
Jet Airways,2019-03-21,Banglore,Delhi,07:00:00,15:15:00,1,7832,495
SpiceJet,2019-05-24,Chennai,Kolkata,09:45:00,12:00:00,0,3543,135
Air India,2019-06-27,Delhi,Cochin,09:45:00,23:00:00,1,8907,795
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,16:20:00,1,14781,1285
Air India,2019-05-12,Kolkata,Banglore,10:00:00,23:15:00,1,10203,795
SpiceJet,2019-04-06,Kolkata,Banglore,14:55:00,17:25:00,0,3841,150
Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,19:00:00,1,15554,450
Multiple carriers,2019-03-27,Delhi,Cochin,08:55:00,21:00:00,1,8055,725
Multiple carriers,2019-06-24,Delhi,Cochin,06:00:00,19:00:00,1,12524,780
Jet Airways,2019-03-12,Banglore,Delhi,21:25:00,08:15:00,1,12547,650
Multiple carriers,2019-05-09,Delhi,Cochin,07:30:00,19:15:00,1,8266,705
SpiceJet,2019-05-18,Kolkata,Banglore,11:15:00,18:30:00,1,10944,435
Air Asia,2019-05-18,Banglore,Delhi,23:55:00,02:45:00,0,4483,170
IndiGo,2019-03-03,Banglore,Delhi,07:10:00,10:05:00,0,7648,175
IndiGo,2019-05-27,Delhi,Cochin,21:50:00,03:35:00,1,6769,345
Jet Airways,2019-04-27,Banglore,Delhi,08:20:00,11:20:00,0,5198,180
Air India,2019-04-01,Kolkata,Banglore,07:00:00,05:25:00,2,12849,1345
Air India,2019-06-24,Delhi,Cochin,09:45:00,09:25:00,2,10975,1420
Multiple carriers,2019-06-01,Delhi,Cochin,07:10:00,22:30:00,1,7038,920
Jet Airways,2019-06-03,Delhi,Cochin,05:30:00,19:00:00,2,13292,810
Multiple carriers,2019-06-03,Delhi,Cochin,07:05:00,22:30:00,1,10696,925
SpiceJet,2019-04-01,Banglore,Delhi,09:30:00,12:20:00,0,3971,170
Multiple carriers,2019-06-15,Delhi,Cochin,11:30:00,21:00:00,1,13587,570
IndiGo,2019-06-12,Delhi,Cochin,14:25:00,17:40:00,0,5601,195
Air Asia,2019-05-12,Kolkata,Banglore,22:40:00,10:40:00,1,5192,720
Vistara,2019-03-06,Mumbai,Hyderabad,10:25:00,22:55:00,1,12395,750
Air Asia,2019-06-15,Banglore,Delhi,11:10:00,13:55:00,0,3383,165
Air India,2019-05-27,Delhi,Cochin,17:40:00,23:00:00,1,7174,320
Vistara,2019-06-03,Banglore,Delhi,07:00:00,09:40:00,0,4668,160
IndiGo,2019-06-01,Mumbai,Hyderabad,06:25:00,07:55:00,0,4049,90
Jet Airways,2019-03-15,Banglore,Delhi,05:45:00,11:25:00,1,9134,340
IndiGo,2019-06-24,Mumbai,Hyderabad,01:40:00,03:10:00,0,2754,90
Air Asia,2019-05-01,Kolkata,Banglore,22:40:00,10:40:00,1,5192,720
Jet Airways,2019-05-06,Delhi,Cochin,19:10:00,19:00:00,2,15129,1430
Vistara,2019-04-09,Banglore,Delhi,07:00:00,09:40:00,0,5403,160
IndiGo,2019-03-21,Kolkata,Banglore,17:15:00,19:55:00,0,4148,160
Air India,2019-06-12,Delhi,Cochin,10:55:00,19:15:00,2,11753,500
Jet Airways,2019-06-06,Delhi,Cochin,15:00:00,19:00:00,1,10262,1680
Air India,2019-06-12,Kolkata,Banglore,20:45:00,23:20:00,0,4145,155
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,16:20:00,1,13941,590
IndiGo,2019-03-27,Delhi,Cochin,14:20:00,22:20:00,1,6938,480
Multiple carriers,2019-03-21,Delhi,Cochin,19:00:00,01:35:00,1,10885,395
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,20:45:00,1,9663,855
Air India,2019-05-21,Kolkata,Banglore,14:35:00,14:35:00,1,6528,1440
Jet Airways,2019-06-15,Delhi,Cochin,19:30:00,12:35:00,2,10368,1025
Air India,2019-06-09,Mumbai,Hyderabad,13:55:00,15:25:00,0,3100,90
Jet Airways,2019-04-24,Banglore,Delhi,19:50:00,22:50:00,0,4544,180
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,04:40:00,1,12739,875
Air India,2019-03-12,Mumbai,Hyderabad,21:00:00,19:25:00,1,10943,1345
Air India,2019-03-18,Delhi,Cochin,18:05:00,21:10:00,0,4729,185
IndiGo,2019-04-15,Kolkata,Banglore,15:15:00,20:05:00,1,4775,290
IndiGo,2019-06-09,Kolkata,Banglore,17:15:00,19:50:00,0,4804,155
Multiple carriers,2019-05-15,Delhi,Cochin,15:05:00,01:30:00,2,16840,625
Jet Airways,2019-03-21,Delhi,Cochin,14:00:00,04:25:00,1,7438,865
IndiGo,2019-05-09,Delhi,Cochin,14:25:00,17:40:00,0,6015,195
Multiple carriers,2019-05-18,Delhi,Cochin,17:00:00,01:30:00,1,8283,510
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,16:20:00,1,7851,590
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,19:00:00,2,13014,560
Jet Airways,2019-04-06,Delhi,Cochin,02:15:00,19:00:00,1,5177,1005
IndiGo,2019-05-15,Delhi,Cochin,11:25:00,21:00:00,1,6979,575
Multiple carriers,2019-06-03,Delhi,Cochin,11:40:00,01:30:00,1,7530,830
GoAir,2019-06-24,Delhi,Cochin,07:25:00,13:35:00,1,4692,370
Air India,2019-06-01,Delhi,Cochin,09:45:00,09:25:00,1,8372,1420
Multiple carriers,2019-05-21,Delhi,Cochin,02:15:00,11:50:00,1,14067,575
Air India,2019-03-01,Banglore,Delhi,05:50:00,16:20:00,2,15119,630
Multiple carriers,2019-06-03,Delhi,Cochin,09:00:00,19:00:00,1,13714,600
Air India,2019-06-21,Mumbai,Hyderabad,21:05:00,22:25:00,0,3100,80
Air Asia,2019-04-21,Banglore,Delhi,23:55:00,02:45:00,0,4483,170
Jet Airways,2019-06-15,Delhi,Cochin,10:00:00,04:25:00,1,10262,1105
Jet Airways,2019-05-09,Delhi,Cochin,13:00:00,19:00:00,1,15554,360
Vistara,2019-03-12,Mumbai,Hyderabad,07:30:00,19:55:00,1,12080,745
Air India,2019-05-15,Kolkata,Banglore,05:50:00,08:55:00,2,12723,1625
Jet Airways,2019-06-12,Banglore,Delhi,15:15:00,18:10:00,0,8016,175
Air Asia,2019-05-03,Kolkata,Banglore,10:20:00,12:55:00,0,4409,155
Jet Airways,2019-03-09,Delhi,Cochin,10:45:00,18:50:00,2,19329,1925
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,18:00:00,1,10539,1500
IndiGo,2019-05-15,Banglore,Delhi,22:10:00,01:00:00,0,3419,170
Jet Airways,2019-06-27,Delhi,Cochin,21:50:00,04:25:00,1,12898,395
Air India,2019-03-24,Banglore,Delhi,13:20:00,16:10:00,0,7276,170
Air India,2019-03-01,Banglore,Delhi,05:50:00,08:50:00,3,13081,1620
Jet Airways,2019-03-06,Delhi,Cochin,05:25:00,04:25:00,2,16389,1380
IndiGo,2019-06-18,Mumbai,Hyderabad,09:15:00,10:45:00,0,4049,90
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,12:35:00,2,13014,1615
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,19:00:00,2,13029,560
IndiGo,2019-06-06,Banglore,Delhi,04:00:00,06:50:00,0,3943,170
Air India,2019-03-24,Kolkata,Banglore,20:30:00,12:30:00,1,12173,960
Multiple carriers,2019-03-21,Delhi,Cochin,09:45:00,16:10:00,1,7242,385
Air India,2019-03-27,Mumbai,Hyderabad,13:55:00,15:25:00,0,2050,90
Multiple carriers,2019-06-12,Delhi,Cochin,13:00:00,01:30:00,1,13377,750
Jet Airways,2019-05-21,Banglore,Delhi,11:10:00,14:05:00,0,7229,175
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,14:25:00,1,9314,1285
Multiple carriers,2019-06-15,Delhi,Cochin,08:00:00,21:00:00,1,7408,780
IndiGo,2019-06-01,Chennai,Kolkata,19:35:00,21:55:00,0,3597,140
Jet Airways,2019-06-09,Banglore,Delhi,17:45:00,20:45:00,0,7229,180
Air Asia,2019-06-09,Kolkata,Banglore,10:20:00,12:55:00,0,5645,155
IndiGo,2019-03-27,Delhi,Cochin,04:55:00,16:10:00,1,6171,675
SpiceJet,2019-05-09,Kolkata,Banglore,15:05:00,20:20:00,1,4963,315
Air India,2019-03-21,Delhi,Cochin,06:05:00,09:25:00,1,7532,1640
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,04:40:00,1,9663,520
Multiple carriers,2019-05-15,Delhi,Cochin,13:00:00,21:00:00,1,13727,480
IndiGo,2019-05-27,Delhi,Cochin,17:10:00,01:30:00,1,6206,500
Air India,2019-04-09,Delhi,Cochin,13:05:00,07:40:00,2,8577,1115
Multiple carriers,2019-03-06,Delhi,Cochin,06:40:00,19:15:00,1,15077,755
Air India,2019-03-06,Delhi,Cochin,21:30:00,19:15:00,2,11552,1305
SpiceJet,2019-05-27,Delhi,Cochin,17:55:00,22:50:00,1,5673,295
Jet Airways,2019-03-12,Banglore,Delhi,07:00:00,21:20:00,1,13817,860
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,12:35:00,2,12819,810
SpiceJet,2019-06-27,Kolkata,Banglore,06:55:00,09:30:00,0,3841,155
Multiple carriers,2019-05-27,Delhi,Cochin,12:50:00,21:00:00,1,7005,490
Multiple carriers,2019-05-27,Delhi,Cochin,10:20:00,01:30:00,1,6795,910
Jet Airways,2019-05-09,Kolkata,Banglore,20:25:00,10:55:00,1,10953,870
Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,19:00:00,2,15129,1775
Jet Airways,2019-06-09,Banglore,Delhi,11:10:00,14:05:00,0,8016,175
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,18:10:00,1,13759,1260
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,21:05:00,1,10703,690
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,19:40:00,1,11134,345
Vistara,2019-03-12,Mumbai,Hyderabad,19:45:00,19:55:00,1,12080,1450
Jet Airways,2019-05-21,Kolkata,Banglore,20:25:00,18:00:00,1,14151,1295
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,12:00:00,1,13044,1170
Multiple carriers,2019-06-15,Delhi,Cochin,10:20:00,19:00:00,1,11789,520
Multiple carriers,2019-06-27,Delhi,Cochin,11:40:00,01:30:00,1,5797,830
Air Asia,2019-05-18,Kolkata,Banglore,10:20:00,12:55:00,0,5645,155
Air India,2019-03-06,Delhi,Cochin,16:40:00,19:15:00,2,12646,1595
IndiGo,2019-04-27,Delhi,Cochin,05:05:00,16:10:00,1,6171,665
Vistara,2019-05-24,Kolkata,Banglore,20:20:00,20:20:00,1,9345,1440
IndiGo,2019-05-03,Mumbai,Hyderabad,20:05:00,21:40:00,0,2754,95
GoAir,2019-04-01,Banglore,Delhi,20:55:00,23:40:00,0,4239,165
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,19:50:00,1,14781,800
IndiGo,2019-06-27,Delhi,Cochin,17:10:00,01:30:00,1,5684,500
Jet Airways,2019-03-09,Banglore,Delhi,08:55:00,11:25:00,1,11087,1590
Jet Airways,2019-06-09,Mumbai,Hyderabad,10:20:00,11:50:00,0,5678,90
IndiGo,2019-03-18,Mumbai,Hyderabad,09:10:00,10:40:00,0,4049,90
Vistara,2019-06-27,Delhi,Cochin,06:00:00,09:10:00,0,6216,190
Multiple carriers,2019-06-27,Delhi,Cochin,09:15:00,19:00:00,1,11622,585
Jet Airways,2019-03-12,Banglore,Delhi,05:45:00,08:15:00,1,12547,1590
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,16:20:00,1,13759,1150
Jet Airways,2019-03-18,Banglore,Delhi,05:45:00,16:10:00,1,12284,625
SpiceJet,2019-06-03,Kolkata,Banglore,09:00:00,11:25:00,0,3873,145
Multiple carriers,2019-05-27,Delhi,Cochin,08:30:00,19:00:00,1,9627,630
IndiGo,2019-03-06,Delhi,Cochin,02:05:00,07:25:00,1,10851,320
GoAir,2019-05-21,Delhi,Cochin,10:35:00,19:35:00,1,6195,540
SpiceJet,2019-05-15,Delhi,Cochin,08:45:00,13:15:00,1,4760,270
Vistara,2019-06-18,Chennai,Kolkata,17:45:00,20:05:00,0,11982,140
IndiGo,2019-03-27,Chennai,Kolkata,22:05:00,00:25:00,0,5277,140
Air India,2019-06-09,Delhi,Cochin,20:00:00,07:40:00,1,8372,700
Multiple carriers,2019-05-09,Delhi,Cochin,07:05:00,16:10:00,1,8018,545
Air India,2019-03-03,Banglore,Delhi,13:20:00,16:10:00,0,12841,170
IndiGo,2019-06-15,Delhi,Cochin,16:00:00,21:00:00,1,6069,300
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,16:20:00,1,14571,590
Jet Airways,2019-06-09,Delhi,Cochin,07:05:00,19:00:00,1,14714,715
Air Asia,2019-04-21,Delhi,Cochin,07:55:00,22:25:00,1,7452,870
IndiGo,2019-06-12,Banglore,Delhi,10:10:00,13:00:00,0,3943,170
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,08:15:00,1,14388,800
Multiple carriers,2019-06-12,Delhi,Cochin,08:00:00,19:15:00,1,15058,675
IndiGo,2019-04-18,Banglore,Delhi,10:10:00,13:00:00,0,4591,170
Multiple carriers,2019-06-03,Delhi,Cochin,15:00:00,01:30:00,1,13377,630
Jet Airways,2019-06-12,Delhi,Cochin,19:30:00,04:25:00,2,13014,535
Air India,2019-05-09,Kolkata,Banglore,20:45:00,23:20:00,0,4145,155
Jet Airways,2019-06-24,Delhi,Cochin,22:50:00,12:35:00,1,10262,825
Jet Airways,2019-05-18,Kolkata,Banglore,20:25:00,22:05:00,1,14151,1540
Jet Airways,2019-06-24,Delhi,Cochin,19:10:00,12:35:00,2,12819,1045
Vistara,2019-05-12,Kolkata,Banglore,20:20:00,23:25:00,1,8085,1625
SpiceJet,2019-06-21,Banglore,Delhi,05:55:00,08:35:00,0,3919,160
Jet Airways,2019-04-15,Delhi,Cochin,11:00:00,14:15:00,0,5443,195
Jet Airways,2019-05-27,Delhi,Cochin,08:00:00,19:00:00,1,12239,660
IndiGo,2019-03-03,Banglore,Delhi,06:00:00,08:45:00,0,6144,165
Jet Airways,2019-05-09,Delhi,Cochin,15:00:00,19:00:00,1,12373,1680
Air Asia,2019-05-01,Kolkata,Banglore,19:55:00,22:25:00,0,5989,150
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,18:10:00,1,14231,1695
GoAir,2019-04-24,Banglore,Delhi,11:40:00,14:30:00,0,3898,170
Air India,2019-03-01,Banglore,Delhi,10:30:00,17:45:00,2,17461,435
Multiple carriers,2019-05-21,Delhi,Cochin,07:10:00,18:10:00,1,7038,660
IndiGo,2019-06-09,Mumbai,Hyderabad,19:05:00,20:35:00,0,2754,90
Air India,2019-03-01,Banglore,Delhi,06:45:00,12:15:00,1,23677,330
Jet Airways,2019-03-01,Banglore,Delhi,07:00:00,20:20:00,1,27992,800
Jet Airways,2019-04-01,Banglore,Delhi,19:50:00,22:50:00,0,4544,180
IndiGo,2019-06-03,Kolkata,Banglore,14:25:00,16:55:00,0,5644,150
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,21:05:00,1,13067,1480
Air India,2019-03-21,Delhi,Cochin,09:00:00,19:15:00,1,6902,615
Air India,2019-05-12,Kolkata,Banglore,12:00:00,11:10:00,2,10676,1390
Jet Airways,2019-06-27,Delhi,Cochin,14:00:00,12:35:00,1,10262,1355
Air Asia,2019-04-18,Kolkata,Banglore,19:55:00,22:25:00,0,4409,150
Air India,2019-04-09,Delhi,Cochin,08:00:00,19:15:00,1,6377,675
SpiceJet,2019-04-12,Kolkata,Banglore,09:00:00,11:25:00,0,3841,145
Air India,2019-06-06,Kolkata,Banglore,14:35:00,14:35:00,1,6528,1440
SpiceJet,2019-04-24,Kolkata,Banglore,15:05:00,20:20:00,1,4859,315
IndiGo,2019-03-09,Banglore,Delhi,23:30:00,02:20:00,0,5694,170
Jet Airways,2019-06-15,Delhi,Cochin,19:45:00,19:00:00,1,10262,1395
Jet Airways,2019-03-21,Banglore,Delhi,05:45:00,00:45:00,1,7832,1140
Jet Airways,2019-03-06,Mumbai,Hyderabad,19:50:00,16:50:00,2,24210,1260
IndiGo,2019-03-03,Delhi,Cochin,11:55:00,21:20:00,2,9413,565
Jet Airways,2019-03-06,Delhi,Cochin,22:20:00,04:25:00,1,15764,365
Jet Airways,2019-05-12,Mumbai,Hyderabad,02:55:00,04:20:00,0,4050,85
Air Asia,2019-06-12,Banglore,Delhi,23:55:00,02:45:00,0,3383,170
Multiple carriers,2019-06-03,Delhi,Cochin,06:00:00,19:00:00,1,13259,780
Air Asia,2019-05-09,Delhi,Cochin,16:45:00,07:10:00,1,7353,865
Multiple carriers,2019-06-03,Delhi,Cochin,11:40:00,19:15:00,1,9001,455
SpiceJet,2019-04-06,Banglore,Delhi,21:10:00,00:05:00,0,3919,175
Vistara,2019-06-01,Chennai,Kolkata,17:45:00,20:05:00,0,11982,140
IndiGo,2019-06-27,Delhi,Cochin,02:00:00,07:25:00,1,5636,325
SpiceJet,2019-05-18,Mumbai,Hyderabad,05:45:00,07:15:00,0,1965,90
Jet Airways,2019-03-01,Banglore,Delhi,18:40:00,09:00:00,1,31825,860
Jet Airways,2019-04-24,Banglore,Delhi,08:20:00,11:20:00,0,4544,180
Jet Airways,2019-06-24,Delhi,Cochin,17:30:00,12:35:00,1,10262,1145
Air India,2019-06-06,Kolkata,Banglore,09:25:00,18:30:00,1,8366,545
Air India,2019-05-01,Mumbai,Hyderabad,06:20:00,07:40:00,0,3625,80
Jet Airways,2019-03-24,Mumbai,Hyderabad,07:10:00,08:35:00,0,2470,85
Jet Airways,2019-03-21,Delhi,Cochin,15:00:00,04:25:00,1,12767,805
Air India,2019-06-12,Delhi,Cochin,18:30:00,19:15:00,2,12488,1485
Air India,2019-05-15,Delhi,Cochin,09:00:00,19:15:00,1,8372,615
Air India,2019-03-09,Delhi,Cochin,05:55:00,19:15:00,2,18736,800
Air India,2019-03-03,Delhi,Cochin,19:45:00,19:15:00,2,12646,1410
Jet Airways,2019-06-12,Banglore,Delhi,07:10:00,10:10:00,0,5769,180
SpiceJet,2019-03-27,Mumbai,Hyderabad,05:45:00,07:05:00,0,1759,80
Jet Airways,2019-06-27,Delhi,Cochin,20:55:00,19:00:00,1,10262,1325
GoAir,2019-03-09,Delhi,Cochin,06:00:00,13:20:00,1,8422,440
Air India,2019-06-01,Delhi,Cochin,16:40:00,19:15:00,2,9863,1595
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,19:10:00,1,12384,575
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,20:45:00,1,12681,1695
IndiGo,2019-05-21,Kolkata,Banglore,19:20:00,23:45:00,1,3574,265
Jet Airways,2019-06-12,Delhi,Cochin,20:00:00,19:00:00,2,14300,1380
IndiGo,2019-05-12,Mumbai,Hyderabad,12:00:00,13:30:00,0,2754,90
Multiple carriers,2019-03-03,Delhi,Cochin,07:05:00,16:10:00,1,7905,545
IndiGo,2019-05-15,Delhi,Cochin,02:00:00,07:45:00,1,6037,345
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,10:55:00,1,12692,1075
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,12:00:00,1,14388,330
Vistara,2019-05-01,Banglore,Delhi,21:00:00,23:50:00,0,4668,170
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,2,12352,1210
Jet Airways,2019-06-06,Delhi,Cochin,19:30:00,12:35:00,2,11733,1025
Jet Airways,2019-05-09,Delhi,Cochin,11:40:00,19:00:00,2,21219,440
